target_id,enemy_id,enemy_archetype,specific_focus,unique_cue,avoid_repeat_note,composition_summary_token,depth_archetype
Mei,Orisa,正面時間を長くする高耐久敵,オリーサを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,オリーサが防御を使った直後は、背後のダメージかサポートへ切り替える。,オリーサへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→オリーサ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Mei,Sigma,長射線で先に体力差を作る敵,シグマの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,シグマの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,シグマへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→シグマ:長射線で先に体力差を作る敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Mei,Reinhardt,正面時間を長くする高耐久敵,ラインハルトを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ラインハルトが防御を使った直後は、背後のダメージかサポートへ切り替える。,ラインハルトへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ラインハルト:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Mei,Ashe,長射線で先に体力差を作る敵,アッシュの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,アッシュの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,アッシュへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→アッシュ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Widowmaker,長射線で先に体力差を作る敵,ウィドウメイカーの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,ウィドウメイカーの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ウィドウメイカーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ウィドウメイカー:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Emre,長射線で先に体力差を作る敵,エムレの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,エムレの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,エムレへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→エムレ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Cassidy,長射線で先に体力差を作る敵,キャスディの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,キャスディの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,キャスディへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→キャスディ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Sojourn,長射線で先に体力差を作る敵,ソジョーンの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,ソジョーンの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ソジョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ソジョーン:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Soldier: 76,長射線で先に体力差を作る敵,ソルジャー76の正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,ソルジャー76の照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ソルジャー76への説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ソルジャー76:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Hanzo,長射線で先に体力差を作る敵,ハンゾーの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,ハンゾーの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ハンゾーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ハンゾー:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Freja,長射線で先に体力差を作る敵,フレイヤの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,フレイヤの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,フレイヤへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→フレイヤ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Mei,Anran,ダイブ経路と帰り道で勝負する機動敵,アンランのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,アンランがダイブした直後より、離脱方向が決まった瞬間を狙う。,アンランへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→アンラン:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Genji,ダイブ経路と帰り道で勝負する機動敵,ゲンジのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ゲンジがダイブした直後より、離脱方向が決まった瞬間を狙う。,ゲンジへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ゲンジ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Shion,ダイブ経路と帰り道で勝負する機動敵,シオンのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,シオンがダイブした直後より、離脱方向が決まった瞬間を狙う。,シオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→シオン:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Sombra,ダイブ経路と帰り道で勝負する機動敵,ソンブラのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ソンブラがダイブした直後より、離脱方向が決まった瞬間を狙う。,ソンブラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ソンブラ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Tracer,ダイブ経路と帰り道で勝負する機動敵,トレーサーのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,トレーサーがダイブした直後より、離脱方向が決まった瞬間を狙う。,トレーサーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→トレーサー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Venture,ダイブ経路と帰り道で勝負する機動敵,ベンチャーのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ベンチャーがダイブした直後より、離脱方向が決まった瞬間を狙う。,ベンチャーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ベンチャー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Reaper,ダイブ経路と帰り道で勝負する機動敵,リーパーのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,リーパーがダイブした直後より、離脱方向が決まった瞬間を狙う。,リーパーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→リーパー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Vendetta,ダイブ経路と帰り道で勝負する機動敵,ヴェンデッタのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ヴェンデッタがダイブした直後より、離脱方向が決まった瞬間を狙う。,ヴェンデッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ヴェンデッタ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Mei,Echo,ダイブ経路と帰り道で勝負する機動敵,エコーのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,エコーがダイブした直後より、離脱方向が決まった瞬間を狙う。,エコーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→エコー:ダイブ経路と帰り道で勝負する機動敵,高度・着地・支援線を分ける空中敵
Mei,Pharah,ダイブ経路と帰り道で勝負する機動敵,ファラのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ファラがダイブした直後より、離脱方向が決まった瞬間を狙う。,ファラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ファラ:ダイブ経路と帰り道で勝負する機動敵,高度・着地・支援線を分ける空中敵
Mei,Symmetra,通路と退路を制限する設置・範囲敵,シンメトラの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,シンメトラの設置・範囲圧を越えて追わず、通路を変えて撃つ。,シンメトラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→シンメトラ:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Mei,Junkrat,通路と退路を制限する設置・範囲敵,ジャンクラットの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,ジャンクラットの設置・範囲圧を越えて追わず、通路を変えて撃つ。,ジャンクラットへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ジャンクラット:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Mei,Torbjörn,スキル交換で有利不利が変わる敵,トールビョーンの主要スキルを見てから1回のピークし、クリオフリーズで次の位置へ戻る。,トールビョーンの主要スキル後にだけ前へ出て、失敗したらクリオフリーズを退路に使う。,トールビョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→トールビョーン:スキル交換で有利不利が変わる敵,通路と設置物で退路を制限する敵
Mei,Bastion,長射線で先に体力差を作る敵,バスティオンの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,バスティオンの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,バスティオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→バスティオン:長射線で先に体力差を作る敵,通路と設置物で退路を制限する敵
Mei,Mei,通路と退路を制限する設置・範囲敵,メイの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,メイの設置・範囲圧を越えて追わず、通路を変えて撃つ。,メイへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→メイ:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Mei,Illari,救助・回復でキルタイミングを遅らせる敵,イラリーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,イラリーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらイラリーの次の回復・救助タイミングを狙う。,イラリーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→イラリー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Jetpack Cat,ダイブ経路と帰り道で勝負する機動敵,ジェットパック・キャットのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ジェットパック・キャットがダイブした直後より、離脱方向が決まった瞬間を狙う。,ジェットパック・キャットへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ジェットパック・キャット:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Mei,Juno,ダイブ経路と帰り道で勝負する機動敵,ジュノのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ジュノがダイブした直後より、離脱方向が決まった瞬間を狙う。,ジュノへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ジュノ:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Mei,Baptiste,救助・回復でキルタイミングを遅らせる敵,バティストの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,バティストが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらバティストの次の回復・救助タイミングを狙う。,バティストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→バティスト:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Mercy,救助・回復でキルタイミングを遅らせる敵,マーシーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,マーシーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらマーシーの次の回復・救助タイミングを狙う。,マーシーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→マーシー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Lifeweaver,救助・回復でキルタイミングを遅らせる敵,ライフウィーバーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ライフウィーバーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらライフウィーバーの次の回復・救助タイミングを狙う。,ライフウィーバーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ライフウィーバー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Kiriko,救助・回復でキルタイミングを遅らせる敵,キリコの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,キリコが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらキリコの次の回復・救助タイミングを狙う。,キリコへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→キリコ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Brigitte,救助・回復でキルタイミングを遅らせる敵,ブリギッテの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ブリギッテが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらブリギッテの次の回復・救助タイミングを狙う。,ブリギッテへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ブリギッテ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Moira,救助・回復でキルタイミングを遅らせる敵,モイラの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,モイラが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらモイラの次の回復・救助タイミングを狙う。,モイラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→モイラ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Lúcio,ダイブ経路と帰り道で勝負する機動敵,ルシオのダイブ経路ではなく帰り道に照準を置き、スロー後のつららを硬直後へ残す。,ルシオがダイブした直後より、離脱方向が決まった瞬間を狙う。,ルシオへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ルシオ:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Mei,Ana,救助・回復でキルタイミングを遅らせる敵,アナの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,アナが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらアナの次の回復・救助タイミングを狙う。,アナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→アナ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Wuyang,救助・回復でキルタイミングを遅らせる敵,ウーヤンの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ウーヤンが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらウーヤンの次の回復・救助タイミングを狙う。,ウーヤンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ウーヤン:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Mei,Zenyatta,長射線で先に体力差を作る敵,ゼニヤッタの正面射線を避け、味方が視線を引いた瞬間に分断と遅延を差し込む。,ゼニヤッタの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ゼニヤッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ゼニヤッタ:長射線で先に体力差を作る敵,支援線を切ると崩れるサポート
Mei,Mizuki,救助・回復でキルタイミングを遅らせる敵,ミズキの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ミズキが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらミズキの次の回復・救助タイミングを狙う。,ミズキへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、メイの凍結ブラスターとアイス・ウォールとクリオフリーズの使い道を混同しない。,メイ→ミズキ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Sombra,D.Va,ダイブ経路と帰り道で勝負する機動敵,D.Vaのダイブ経路ではなく帰り道に照準を置き、ウイルス後の追撃を硬直後へ残す。,D.Vaがダイブした直後より、離脱方向が決まった瞬間を狙う。,D.Vaへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→D.Va:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sombra,Winston,ダイブ経路と帰り道で勝負する機動敵,ウィンストンのダイブ経路ではなく帰り道に照準を置き、ウイルス後の追撃を硬直後へ残す。,ウィンストンがダイブした直後より、離脱方向が決まった瞬間を狙う。,ウィンストンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ウィンストン:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sombra,Doomfist,ダイブ経路と帰り道で勝負する機動敵,ドゥームフィストのダイブ経路ではなく帰り道に照準を置き、ウイルス後の追撃を硬直後へ残す。,ドゥームフィストがダイブした直後より、離脱方向が決まった瞬間を狙う。,ドゥームフィストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ドゥームフィスト:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sombra,Hazard,ダイブ経路と帰り道で勝負する機動敵,ハザードのダイブ経路ではなく帰り道に照準を置き、ウイルス後の追撃を硬直後へ残す。,ハザードがダイブした直後より、離脱方向が決まった瞬間を狙う。,ハザードへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ハザード:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sombra,Wrecking Ball,ダイブ経路と帰り道で勝負する機動敵,レッキング・ボールのダイブ経路ではなく帰り道に照準を置き、ウイルス後の追撃を硬直後へ残す。,レッキング・ボールがダイブした直後より、離脱方向が決まった瞬間を狙う。,レッキング・ボールへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→レッキング・ボール:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sombra,Zarya,正面時間を長くする高耐久敵,ザリアを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ザリアが防御を使った直後は、背後のダメージかサポートへ切り替える。,ザリアへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ザリア:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sombra,Junker Queen,正面時間を長くする高耐久敵,ジャンカー・クイーンを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ジャンカー・クイーンが防御を使った直後は、背後のダメージかサポートへ切り替える。,ジャンカー・クイーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ジャンカー・クイーン:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sombra,Domina,正面時間を長くする高耐久敵,ドミナを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ドミナが防御を使った直後は、背後のダメージかサポートへ切り替える。,ドミナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ドミナ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sombra,Mauga,正面時間を長くする高耐久敵,マウガを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,マウガが防御を使った直後は、背後のダメージかサポートへ切り替える。,マウガへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→マウガ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sombra,Ramattra,正面時間を長くする高耐久敵,ラマットラを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ラマットラが防御を使った直後は、背後のダメージかサポートへ切り替える。,ラマットラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソンブラのハックとウイルスとトランズロケーターの使い道を混同しない。,ソンブラ→ラマットラ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
