target_id,enemy_id,enemy_pattern,learning_goal,bronze,silver,gold,platinum,diamond_plus
Sombra,Hanzo,air_or_long,ハンゾーの射線を長く受けず、1回のピークで圧を返す。,ハンゾーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,体術や再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,ハンゾーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ハンゾーが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Freja,poke_damage,フレイヤと正面勝負を続けず、短い射線交換で有利を作る。,フレイヤの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,機動スキルを使わせるか、照準が味方へ向いた瞬間にウイルスを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。フレイヤの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,フレイヤの視線とクールダウンを読んで、EMPを遮蔽移動の制限として使う。撃破だけを狙いすぎない。
Sombra,Anran,mobile,アンランを追い切るより、入ってきた瞬間を止める。,アンランを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,移動・防御・救助スキルを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,アンランが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,アンランを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,アンランの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Genji,air_or_long,ゲンジの射線を長く受けず、1回のピークで圧を返す。,ゲンジと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,木の葉返しや再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,ゲンジの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ゲンジが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Shion,air_or_long,シオンの射線を長く受けず、1回のピークで圧を返す。,シオンと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,移動・防御・救助スキルや再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,シオンの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,シオンが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Sombra,mobile,ソンブラを追い切るより、入ってきた瞬間を止める。,ソンブラを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,ハックを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,ソンブラが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,ソンブラを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ソンブラの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Tracer,mobile,トレーサーを追い切るより、入ってきた瞬間を止める。,トレーサーを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,リコールを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,トレーサーが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,トレーサーを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,トレーサーの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Venture,mobile,ベンチャーを追い切るより、入ってきた瞬間を止める。,ベンチャーを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,バローを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,ベンチャーが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,ベンチャーを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ベンチャーの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Reaper,mobile,リーパーを追い切るより、入ってきた瞬間を止める。,リーパーを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,レイス・フォームを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,リーパーが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,リーパーを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,リーパーの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Vendetta,mobile,ヴェンデッタを追い切るより、入ってきた瞬間を止める。,ヴェンデッタを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,接近スキルを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,ヴェンデッタが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,ヴェンデッタを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ヴェンデッタの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Echo,air_or_long,エコーの射線を長く受けず、1回のピークで圧を返す。,エコーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,フライトや再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,エコーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,エコーが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Pharah,air_or_long,ファラの射線を長く受けず、1回のピークで圧を返す。,ファラと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,ジャンプ・ジェットや再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,ファラの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ファラが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Symmetra,standard,シンメトラに対して、削り・撃破・撤退の目的を先に決める。,シンメトラ相手でも遮蔽を離れない。マシン・ピストルで削り、倒し切れない時は欲張らない。,テレポーターを見てからウイルスを使う。外した時はトランズロケーターで戻る先を先に決める。,味方の前進に合わせてピークする。自分だけ先に撃ち始めず、体力差を作ってから前へ出る。,シンメトラを撃つ目的を削り、撃破、位置取り破壊のどれかに決める。目的が消えたら位置を変える。,シンメトラの防御・移動リソースを交換させてから前に出る。EMPは相手の受けが薄いタイミングに合わせる。
Sombra,Junkrat,poke_damage,ジャンクラットと正面勝負を続けず、短い射線交換で有利を作る。,ジャンクラットの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,コンカッション・マインを使わせるか、照準が味方へ向いた瞬間にウイルスを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。ジャンクラットの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,ジャンクラットの視線とクールダウンを読んで、EMPを遮蔽移動の制限として使う。撃破だけを狙いすぎない。
Sombra,Torbjörn,poke_damage,トールビョーンと正面勝負を続けず、短い射線交換で有利を作る。,トールビョーンの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,移動・防御・救助スキルを使わせるか、照準が味方へ向いた瞬間にウイルスを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。トールビョーンの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,トールビョーンの視線とクールダウンを読んで、EMPを遮蔽移動の制限として使う。撃破だけを狙いすぎない。
Sombra,Bastion,poke_damage,バスティオンと正面勝負を続けず、短い射線交換で有利を作る。,バスティオンの射線に立ち続けない。撃つ前に戻る遮蔽を決め、削られたらすぐ下がる。,強襲モードを使わせるか、照準が味方へ向いた瞬間にウイルスを合わせる。同じ射線の再ピークを減らす。,味方が前へ出た瞬間に別射線から撃つ。バスティオンの正面を避け、撃ったら位置を変える。,相手の再ピークを読んで置き撃ちする。圧を受けたら高台や遮蔽を再確保し、撃ち合う場所を変える。,バスティオンの視線とクールダウンを読んで、EMPを遮蔽移動の制限として使う。撃破だけを狙いすぎない。
Sombra,Mei,support,メイの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,メイだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,クリオフリーズを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,メイが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,メイに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,メイの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Illari,support,イラリーの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,イラリーだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,ヒーリング・パイロンを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,イラリーが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,イラリーに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,イラリーの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Jetpack Cat,air_or_long,ジェットパック・キャットの射線を長く受けず、1回のピークで圧を返す。,ジェットパック・キャットと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,空中移動や再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,ジェットパック・キャットの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ジェットパック・キャットが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Juno,air_or_long,ジュノの射線を長く受けず、1回のピークで圧を返す。,ジュノと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,グライド・ブーストや再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,ジュノの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ジュノが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Baptiste,support,バティストの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,バティストだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,イモータリティ・フィールドを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,バティストが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,バティストに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,バティストの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Mercy,air_or_long,マーシーの射線を長く受けず、1回のピークで圧を返す。,マーシーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,ガーディアン・エンジェルや再ピークを見てからウイルスを合わせる。先に撃って外したら、トランズロケーターで次の遮蔽へ戻る。,マーシーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,マーシーが見ている射線を先に読み、味方の前進と同時に横射線を作る。EMPは射線を割った後に使う。
Sombra,Lifeweaver,support,ライフウィーバーの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,ライフウィーバーだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,ライフグリップを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,ライフウィーバーが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,ライフウィーバーに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,ライフウィーバーの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Kiriko,mobile,キリコを追い切るより、入ってきた瞬間を止める。,キリコを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,鈴のご加護を見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,キリコが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,キリコを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,キリコの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Brigitte,support,ブリギッテの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,ブリギッテだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,シールド・バッシュを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,ブリギッテが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,ブリギッテに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,ブリギッテの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Moira,support,モイラの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,モイラだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,フェードを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,モイラが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,モイラに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,モイラの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Lúcio,mobile,ルシオを追い切るより、入ってきた瞬間を止める。,ルシオを一人で追わない。味方側の遮蔽に戻りながらマシン・ピストルを当て、帰らせれば成功とする。,移動・防御・救助スキルを見てからウイルスを使う。外した時はトランズロケーターを退路として残し、同じ場所で撃ち続けない。,ルシオが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にウイルスを置く。,ルシオを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ルシオの最初の接近ルートを読んで立つ。EMPは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Sombra,Ana,support,アナの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,アナだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,スリープ・ダーツを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,アナが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,アナに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,アナの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Wuyang,support,ウーヤンの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,ウーヤンだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,退避スキルを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,ウーヤンが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,ウーヤンに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,ウーヤンの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Zenyatta,support,ゼニヤッタの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,ゼニヤッタだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,不和のオーブを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,ゼニヤッタが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,ゼニヤッタに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,ゼニヤッタの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Sombra,Mizuki,support,ミズキの救助・回復を使わせ、本命のキルを狙うタイミングを作る。,ミズキだけを深追いしない。まず撃てる敵をマシン・ピストルで削り、回復先を動かす。,防御・救助スキルを確認するまでEMPを急がない。ウイルスで防御・救助・移動スキルを使わせてから次の射線を作る。,ミズキが味方を助けた直後に、同じ対象を追うか逆側のサポートへ切り替えるか決める。,ミズキに防御・救助・移動スキルを使わせる役と倒し切る役を分ける。自分は短い射線で回復先を撃つ。,ミズキの救助タイミングを読んで、EMPやウイルスを二段目の圧に回す。先撃ちで受けを誘発しない。
Tracer,D.Va,air_or_long,D.Vaの射線を長く受けず、1回のピークで圧を返す。,D.Vaと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,ディフェンス・マトリックスや再ピークを見てからパルス・ボムを合わせる。先に撃って外したら、ブリンクで次の遮蔽へ戻る。,D.Vaの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,D.Vaが見ている射線を先に読み、味方の前進と同時に横射線を作る。パルス・ボムは射線を割った後に使う。
Tracer,Winston,air_or_long,ウィンストンの射線を長く受けず、1回のピークで圧を返す。,ウィンストンと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,ジャンプ・パックや再ピークを見てからパルス・ボムを合わせる。先に撃って外したら、ブリンクで次の遮蔽へ戻る。,ウィンストンの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ウィンストンが見ている射線を先に読み、味方の前進と同時に横射線を作る。パルス・ボムは射線を割った後に使う。
Tracer,Doomfist,air_or_long,ドゥームフィストの射線を長く受けず、1回のピークで圧を返す。,ドゥームフィストと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,パワー・ブロックや再ピークを見てからパルス・ボムを合わせる。先に撃って外したら、ブリンクで次の遮蔽へ戻る。,ドゥームフィストの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ドゥームフィストが見ている射線を先に読み、味方の前進と同時に横射線を作る。パルス・ボムは射線を割った後に使う。
Tracer,Hazard,mobile,ハザードを追い切るより、入ってきた瞬間を止める。,ハザードを一人で追わない。味方側の遮蔽に戻りながらパルス・ピストルを当て、帰らせれば成功とする。,移動・防御スキルを見てからパルス・ボムを使う。外した時はブリンクを退路として残し、同じ場所で撃ち続けない。,ハザードが味方サポートへ入る瞬間だけ照準を合わせる。先撃ちより、接近後の硬直にパルス・ボムを置く。,ハザードを追い返した直後に射線を切り替える。次の接近前に敵サポートか別のダメージへ先に体力差を作る。,ハザードの最初の接近ルートを読んで立つ。パルス・ボムは迎撃後の人数差作りに使い、混戦へ先撃ちしない。
Tracer,Wrecking Ball,air_or_long,レッキング・ボールの射線を長く受けず、1回のピークで圧を返す。,レッキング・ボールと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,グラップリング・クローや再ピークを見てからパルス・ボムを合わせる。先に撃って外したら、ブリンクで次の遮蔽へ戻る。,レッキング・ボールの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,レッキング・ボールが見ている射線を先に読み、味方の前進と同時に横射線を作る。パルス・ボムは射線を割った後に使う。
Tracer,Zarya,frontline,ザリアは倒し切りより、資源を使わせて後衛へ切り替える。,ザリアだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,バリアを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ザリアを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ザリアの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Junker Queen,frontline,ジャンカー・クイーンは倒し切りより、資源を使わせて後衛へ切り替える。,ジャンカー・クイーンだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,コマンディング・シャウトを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ジャンカー・クイーンを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ジャンカー・クイーンの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Domina,frontline,ドミナは倒し切りより、資源を使わせて後衛へ切り替える。,ドミナだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,防御スキルを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ドミナを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ドミナの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Mauga,frontline,マウガは倒し切りより、資源を使わせて後衛へ切り替える。,マウガだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,カーディアック・オーバードライブを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,マウガを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,マウガの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Ramattra,frontline,ラマットラは倒し切りより、資源を使わせて後衛へ切り替える。,ラマットラだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,ネメシス・フォームを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ラマットラを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ラマットラの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Roadhog,frontline,ロードホッグは倒し切りより、資源を使わせて後衛へ切り替える。,ロードホッグだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,チェイン・フックを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ロードホッグを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ロードホッグの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Orisa,frontline,オリーサは倒し切りより、資源を使わせて後衛へ切り替える。,オリーサだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,フォーティファイを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,オリーサを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,オリーサの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Sigma,frontline,シグマは倒し切りより、資源を使わせて後衛へ切り替える。,シグマだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,キネティック・グラスプを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,シグマを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,シグマの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Reinhardt,frontline,ラインハルトは倒し切りより、資源を使わせて後衛へ切り替える。,ラインハルトだけを撃ち続けない。遮蔽からパルス・ピストルで削り、見えたダメージかサポートへ一度照準を移す。,バリア・フィールドを見てからパルス・ボムで撃破圏内へ入れる。開幕の先撃ちは減らし、敵の防御を先に使わせる。,味方タンクが圧をかけた瞬間にピークする。自分だけ先に顔を出して削られない。,ラインハルトを撃つ目的を削り、撃破、アルティメット確認のどれかに決める。目的が消えたら射線を変える。,ラインハルトの防御・移動リソースを数え、次のピークで誰を倒すか先に決める。パルス・ボムは相手の受けが薄い側へ切る。
Tracer,Ashe,air_or_long,アッシュの射線を長く受けず、1回のピークで圧を返す。,アッシュと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,コーチ・ガンや再ピークを見てからパルス・ボムを合わせる。先に撃って外したら、ブリンクで次の遮蔽へ戻る。,アッシュの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,アッシュが見ている射線を先に読み、味方の前進と同時に横射線を作る。パルス・ボムは射線を割った後に使う。
Tracer,Widowmaker,air_or_long,ウィドウメイカーの射線を長く受けず、1回のピークで圧を返す。,ウィドウメイカーと長く見合わない。1回撃ったら遮蔽へ戻り、開けた場所で立ち止まらない。,グラップリング・フックや再ピークを見てからパルス・ボムを合わせる。先に撃って外したら、ブリンクで次の遮蔽へ戻る。,ウィドウメイカーの照準が味方へ向いた瞬間だけピークする。正面勝負ではなく、短い別射線で体力を削る。,高台や別射線は維持より再確保を重視する。圧を受けたら降り、次のピーク位置を変える。,ウィドウメイカーが見ている射線を先に読み、味方の前進と同時に横射線を作る。パルス・ボムは射線を割った後に使う。
