target_id,enemy_id,wait_category,check_skills,punish_window,target_action,reset_action
Bastion,Junker Queen,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Domina,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Mauga,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Ramattra,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Roadhog,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Orisa,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Sigma,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Reinhardt,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Ashe,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Widowmaker,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Emre,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Cassidy,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Sojourn,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Soldier: 76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Hanzo,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Freja,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Anran,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Genji,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Shion,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Sombra,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Tracer,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Venture,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Reaper,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Vendetta,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Echo,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Pharah,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Symmetra,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Junkrat,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Torbjörn,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Bastion,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Mei,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Illari,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Jetpack Cat,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Juno,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Baptiste,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Mercy,防御・救助の使用確認,蘇生 / ガーディアン・エンジェル,蘇生 / ガーディアン・エンジェルを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Lifeweaver,防御・救助の使用確認,ライフグリップ / ペタル・プラットフォーム / 命の樹,ライフグリップ / ペタル・プラットフォーム / 命の樹を使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Kiriko,防御・救助の使用確認,鈴のご加護 / 神出鬼没,鈴のご加護 / 神出鬼没を使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Brigitte,防御・救助の使用確認,バリア・シールド / ラリー / リペア・パック,バリア・シールド / ラリー / リペア・パックを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Moira,防御・救助の使用確認,フェード,フェードを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Lúcio,防御・救助の使用確認,サウンド・バリア,サウンド・バリアを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Ana,防御・救助の使用確認,スリープ・ダーツ,スリープ・ダーツを使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Wuyang,防御・救助の使用確認,養神泉 / 驚濤破,養神泉 / 驚濤破を使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Zenyatta,防御・救助の使用確認,心頭滅却,心頭滅却を使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Bastion,Mizuki,防御・救助の使用確認,霊域結界 / 快気の笠,霊域結界 / 快気の笠を使った直後、または効果範囲から離れた瞬間,強襲モードを防御・移動使用後に合わせる,モード終了後は遮蔽へ戻る
Mei,D.Va,防御・救助の使用確認,ディフェンス・マトリックス,ディフェンス・マトリックスを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Winston,防御・救助の使用確認,バリア・プロジェクター,バリア・プロジェクターを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Doomfist,防御・救助の使用確認,パワー・ブロック,パワー・ブロックを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Hazard,防御・救助の使用確認,スパイク・ガード,スパイク・ガードを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Wrecking Ball,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Zarya,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Junker Queen,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Domina,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Mauga,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Ramattra,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Roadhog,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Orisa,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Sigma,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Reinhardt,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Ashe,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Widowmaker,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Emre,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Cassidy,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Sojourn,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Soldier: 76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Hanzo,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Freja,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Anran,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Genji,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Shion,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Sombra,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Tracer,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Venture,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Reaper,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Vendetta,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Echo,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Pharah,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Symmetra,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Junkrat,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Torbjörn,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Bastion,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Mei,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Illari,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Jetpack Cat,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Juno,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Baptiste,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Mercy,防御・救助の使用確認,蘇生 / ガーディアン・エンジェル,蘇生 / ガーディアン・エンジェルを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Lifeweaver,防御・救助の使用確認,ライフグリップ / ペタル・プラットフォーム / 命の樹,ライフグリップ / ペタル・プラットフォーム / 命の樹を使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Kiriko,防御・救助の使用確認,鈴のご加護 / 神出鬼没,鈴のご加護 / 神出鬼没を使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Brigitte,防御・救助の使用確認,バリア・シールド / ラリー / リペア・パック,バリア・シールド / ラリー / リペア・パックを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Moira,防御・救助の使用確認,フェード,フェードを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Lúcio,防御・救助の使用確認,サウンド・バリア,サウンド・バリアを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Ana,防御・救助の使用確認,スリープ・ダーツ,スリープ・ダーツを使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Wuyang,防御・救助の使用確認,養神泉 / 驚濤破,養神泉 / 驚濤破を使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Zenyatta,防御・救助の使用確認,心頭滅却,心頭滅却を使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Mei,Mizuki,防御・救助の使用確認,霊域結界 / 快気の笠,霊域結界 / 快気の笠を使った直後、または効果範囲から離れた瞬間,アイス・ウォールで孤立させて削る,クリオフリーズ後に味方側へ戻る
Sombra,D.Va,防御・救助の使用確認,ディフェンス・マトリックス,ディフェンス・マトリックスを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Winston,防御・救助の使用確認,バリア・プロジェクター,バリア・プロジェクターを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Doomfist,防御・救助の使用確認,パワー・ブロック,パワー・ブロックを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Hazard,防御・救助の使用確認,スパイク・ガード,スパイク・ガードを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Wrecking Ball,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Zarya,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Junker Queen,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Domina,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Mauga,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Ramattra,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Roadhog,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Orisa,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Sigma,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Reinhardt,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Ashe,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Widowmaker,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Emre,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Cassidy,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Sojourn,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Soldier: 76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Hanzo,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Freja,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Anran,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Genji,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Shion,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Sombra,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Tracer,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Venture,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Reaper,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Vendetta,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Echo,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Pharah,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Symmetra,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Junkrat,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Torbjörn,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Bastion,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Mei,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Illari,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Jetpack Cat,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Juno,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
Sombra,Baptiste,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,ハック成功後にウイルスとマシン・ピストルを重ねる,トランズロケーターで即離脱する
