target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,matchup_rating,verdict,advantage_reason,disadvantage_reason,win_condition,loss_condition,play_priority,confidence
Sombra,ソンブラ,Winston,ウィンストン,タンク,イニシエーター,5.1,五分,ソンブラは近中距離で1回のピークすれば、ウィンストンに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ウィンストンの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ウィンストンを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ウィンストンを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Doomfist,ドゥームフィスト,タンク,イニシエーター,4.5,五分,ソンブラは近中距離で1回のピークすれば、ドゥームフィストに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ドゥームフィストの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ドゥームフィストを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ドゥームフィストを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Hazard,ハザード,タンク,ストールワート,4.8,五分,ソンブラは近中距離で1回のピークすれば、ハザードに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ハザードの接近と離脱、高耐久と正面圧を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ハザードを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ハザードを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,4.2,やや不利,ソンブラにも勝ち筋はあるが、レッキング・ボールが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、レッキング・ボールの高さの差、接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、レッキング・ボールを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、レッキング・ボールを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Zarya,ザリア,タンク,ブルーザー,5.8,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ザリアは高耐久で正面の時間を長くする相手に先に体力差を作れる。ウイルス後の追撃は、ザリアの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしザリアの高耐久と正面圧を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ザリアを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ザリアだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,5.7,五分,ソンブラは近中距離で1回のピークすれば、ジャンカー・クイーンに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ジャンカー・クイーンの高耐久と正面圧を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ジャンカー・クイーンを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ジャンカー・クイーンだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Domina,ドミナ,タンク,ストールワート,5.9,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ドミナは高耐久で正面の時間を長くする相手に先に体力差を作れる。ウイルス後の追撃は、ドミナの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしドミナの高耐久と正面圧を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ドミナを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ドミナだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Mauga,マウガ,タンク,ブルーザー,5.9,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、マウガは高耐久で正面の時間を長くする相手に先に体力差を作れる。ウイルス後の追撃は、マウガの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしマウガの高耐久と正面圧を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、マウガを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、マウガだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Ramattra,ラマットラ,タンク,ストールワート,6.5,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ラマットラは高耐久で正面の時間を長くする相手に先に体力差を作れる。ウイルス後の追撃は、ラマットラの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしラマットラの高耐久と正面圧を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ラマットラを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ラマットラだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Roadhog,ロードホッグ,タンク,ブルーザー,5.7,五分,ソンブラは近中距離で1回のピークすれば、ロードホッグに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ロードホッグの高耐久と正面圧を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ロードホッグを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ロードホッグだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Orisa,オリーサ,タンク,ブルーザー,5.7,五分,ソンブラは近中距離で1回のピークすれば、オリーサに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,オリーサの高耐久と正面圧を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、オリーサを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、オリーサだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Sigma,シグマ,タンク,ストールワート,6.2,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、シグマは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、シグマの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしシグマの長射線の先制ダメージ、高耐久と正面圧を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、シグマを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、シグマの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,削って後衛へ切り替える,high
Sombra,ソンブラ,Reinhardt,ラインハルト,タンク,ストールワート,6.2,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ラインハルトは高耐久で正面の時間を長くする相手に先に体力差を作れる。ウイルス後の追撃は、ラインハルトの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしラインハルトの高耐久と正面圧を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ラインハルトを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ラインハルトだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Sombra,ソンブラ,Ashe,アッシュ,ダメージ,シャープシューター,5.9,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、アッシュは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、アッシュの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしアッシュの長射線の先制ダメージを無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、アッシュと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、アッシュの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,5.8,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ウィドウメイカーは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、ウィドウメイカーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしウィドウメイカーの長射線の先制ダメージを無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ウィドウメイカーと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、ウィドウメイカーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Emre,エムレ,ダメージ,スペシャリスト,5.6,五分,ソンブラは近中距離で1回のピークすれば、エムレに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,エムレの長射線の先制ダメージを先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、エムレと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、エムレの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Cassidy,キャスディ,ダメージ,シャープシューター,5.9,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、キャスディは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、キャスディの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしキャスディの長射線の先制ダメージを無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、キャスディと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、キャスディの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Sojourn,ソジョーン,ダメージ,シャープシューター,5.1,五分,ソンブラは近中距離で1回のピークすれば、ソジョーンに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ソジョーンの長射線の先制ダメージを先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ソジョーンと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、ソジョーンの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,5.2,五分,ソンブラは近中距離で1回のピークすれば、ソルジャー76に一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ソルジャー76の長射線の先制ダメージを先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ソルジャー76と正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、ソルジャー76の見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Hanzo,ハンゾー,ダメージ,シャープシューター,5.8,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ハンゾーは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、ハンゾーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしハンゾーの長射線の先制ダメージを無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ハンゾーと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、ハンゾーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Freja,フレイヤ,ダメージ,リコン,5.1,五分,ソンブラは近中距離で1回のピークすれば、フレイヤに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,フレイヤの長射線の先制ダメージを先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、フレイヤと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、フレイヤの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Anran,アンラン,ダメージ,フランカー,4.2,やや不利,ソンブラにも勝ち筋はあるが、アンランが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、アンランの接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、アンランのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、アンランを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Genji,ゲンジ,ダメージ,フランカー,4.5,五分,ソンブラは近中距離で1回のピークすれば、ゲンジに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ゲンジの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ゲンジのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、ゲンジを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Shion,シオン,ダメージ,フランカー,4.2,やや不利,ソンブラにも勝ち筋はあるが、シオンが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、シオンの高さの差、接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、シオンのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、シオンを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Sombra,ソンブラ,ダメージ,リコン,3.7,やや不利,ソンブラにも勝ち筋はあるが、ソンブラが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ソンブラの接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ソンブラのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、ソンブラを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Tracer,トレーサー,ダメージ,フランカー,4.0,やや不利,ソンブラにも勝ち筋はあるが、トレーサーが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、トレーサーの接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、トレーサーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、トレーサーを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Venture,ベンチャー,ダメージ,フランカー,3.9,やや不利,ソンブラにも勝ち筋はあるが、ベンチャーが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ベンチャーの接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ベンチャーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、ベンチャーを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Reaper,リーパー,ダメージ,フランカー,5.0,五分,ソンブラは近中距離で1回のピークすれば、リーパーに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,リーパーの接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、リーパーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、リーパーを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Vendetta,ヴェンデッタ,ダメージ,フランカー,3.9,やや不利,ソンブラにも勝ち筋はあるが、ヴェンデッタが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ヴェンデッタの接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ヴェンデッタのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、ヴェンデッタを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Echo,エコー,ダメージ,リコン,4.2,やや不利,ソンブラにも勝ち筋はあるが、エコーが得意な射線や接近を許すと主導権を取られやすい。ハック後のマシン・ピストルは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、エコーの高さの差、接近と離脱がソンブラの集団行動と即ピールに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、エコーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、エコーを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Pharah,ファラ,ダメージ,リコン,4.8,五分,ソンブラは近中距離で1回のピークすれば、ファラに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ファラの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ファラのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけウイルス後の追撃を合わせること。,負け筋は、ファラを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Sombra,ソンブラ,Symmetra,シンメトラ,ダメージ,スペシャリスト,6.2,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、シンメトラは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。ウイルス後の追撃は、シンメトラの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしシンメトラのスキル交換を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、シンメトラの主要スキルを見てからハック後のマシン・ピストルで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、シンメトラの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Junkrat,ジャンクラット,ダメージ,スペシャリスト,5.9,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、ジャンクラットは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。ウイルス後の追撃は、ジャンクラットの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしジャンクラットのスキル交換を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ジャンクラットの主要スキルを見てからハック後のマシン・ピストルで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、ジャンクラットの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Torbjörn,トールビョーン,ダメージ,スペシャリスト,5.4,五分,ソンブラは近中距離で1回のピークすれば、トールビョーンに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,トールビョーンのスキル交換を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、トールビョーンの主要スキルを見てからハック後のマシン・ピストルで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、トールビョーンの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Bastion,バスティオン,ダメージ,スペシャリスト,6.4,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、バスティオンは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、バスティオンの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしバスティオンの長射線の先制ダメージを無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、バスティオンと正面で見合わず、味方の前進や射線が割れた瞬間にハック後のマシン・ピストルを差し込むこと。,負け筋は、バスティオンの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Mei,メイ,ダメージ,スペシャリスト,5.5,五分,ソンブラは近中距離で1回のピークすれば、メイに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,メイのスキル交換を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、メイの主要スキルを見てからハック後のマシン・ピストルで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、メイの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Sombra,ソンブラ,Illari,イラリー,サポート,サバイバー,7.2,有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、イラリーは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、イラリーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしイラリーの長射線の先制ダメージ、救助・回復・妨害を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、イラリー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にウイルス後の追撃を通すこと。,負け筋は、イラリーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,撃破候補,high
Sombra,ソンブラ,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,5.0,五分,ソンブラは近中距離で1回のピークすれば、ジェットパック・キャットに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ジェットパック・キャットの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ジェットパック・キャット本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にウイルス後の追撃を通すこと。,負け筋は、ジェットパック・キャットを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Sombra,ソンブラ,Juno,ジュノ,サポート,サバイバー,5.0,五分,ソンブラは近中距離で1回のピークすれば、ジュノに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ジュノの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ジュノ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にウイルス後の追撃を通すこと。,負け筋は、ジュノを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Sombra,ソンブラ,Baptiste,バティスト,サポート,タクティシャン,6.0,やや有利,ソンブラは奇襲、情報取り、重要スキルの妨害で、バティストは長い射線で先に体力差を作る相手に先に体力差を作れる。ウイルス後の追撃は、バティストの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしバティストの長射線の先制ダメージ、救助・回復・妨害を無視すると、集団行動と即ピールを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、バティスト本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にウイルス後の追撃を通すこと。,負け筋は、バティストの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,防御・救助・移動スキルを使わせる,high
Sombra,ソンブラ,Mercy,マーシー,サポート,メディック,5.0,五分,ソンブラは近中距離で1回のピークすれば、マーシーに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,マーシーの高さの差、接近と離脱を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、マーシー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にウイルス後の追撃を通すこと。,負け筋は、マーシーを一人で追い、トランズロケーターや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Sombra,ソンブラ,Lifeweaver,ライフウィーバー,サポート,メディック,5.4,五分,ソンブラは近中距離で1回のピークすれば、ライフウィーバーに一方的な圧を受けにくい。先に倒すより、ハック後のマシン・ピストルでスキルを使わせて次の射線へ移る形が安定する。,ライフウィーバーの救助・回復・妨害を先に受けると五分以下になる。トランズロケーターを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ライフウィーバー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にウイルス後の追撃を通すこと。,負け筋は、ライフウィーバーの救助・妨害が残ったまま決定打やEMPを使うこと。,防御・救助・移動スキルを使わせる,high
